date,avg_temperature,precipitation,rain_sum,snowfall_sum,shortwave_radiation_sum
2020-03-20,9.0,0.0,0.0,0.0,13.75
2020-03-21,5.6,4.3,4.3,0.0,6.05
2020-03-22,1.1,1.0,0.3,0.49,8.07
2020-03-23,-1.6,0.0,0.0,0.0,18.17
2020-03-24,-1.9,0.0,0.0,0.0,18.8
2020-03-25,0.2,0.0,0.0,0.0,18.98
2020-03-26,3.6,0.0,0.0,0.0,18.7
2020-03-27,6.7,0.0,0.0,0.0,16.29
2020-03-28,8.4,0.0,0.0,0.0,18.08
2020-03-29,9.6,0.0,0.0,0.0,19.15
2020-03-30,4.2,0.0,0.0,0.0,17.31
2020-03-31,-1.1,0.0,0.0,0.0,13.78
2020-04-01,0.5,0.0,0.0,0.0,16.57
2020-04-02,3.6,0.0,0.0,0.0,20.61
2020-04-03,6.0,0.0,0.0,0.0,20.8
2020-04-04,6.8,0.0,0.0,0.0,17.82
2020-04-05,5.3,0.0,0.0,0.0,21.18
2020-04-06,6.2,0.0,0.0,0.0,21.46
2020-04-07,8.7,0.0,0.0,0.0,21.51
2020-04-08,11.9,0.0,0.0,0.0,21.56
2020-04-09,11.4,0.0,0.0,0.0,21.96
2020-04-10,9.4,0.2,0.2,0.0,19.44
2020-04-11,7.4,0.0,0.0,0.0,16.9
2020-04-12,6.9,0.0,0.0,0.0,20.72
2020-04-13,13.4,0.1,0.1,0.0,19.33
2020-04-14,3.9,6.5,6.0,0.35,4.43
2020-04-15,4.8,0.0,0.0,0.0,13.82
2020-04-16,12.5,0.0,0.0,0.0,20.93
2020-04-17,10.1,0.0,0.0,0.0,17.23
2020-04-18,6.8,0.0,0.0,0.0,22.38
2020-04-19,7.9,0.0,0.0,0.0,22.28
2020-04-20,5.9,0.0,0.0,0.0,15.74
2020-04-21,5.9,0.0,0.0,0.0,9.79
2020-04-22,8.2,0.2,0.2,0.0,11.48
2020-04-23,10.5,0.0,0.0,0.0,14.58
2020-04-24,13.4,0.0,0.0,0.0,18.25
2020-04-25,13.5,9.1,9.1,0.0,15.97
2020-04-26,9.4,4.1,4.1,0.0,21.58
2020-04-27,9.2,0.0,0.0,0.0,14.81
2020-04-28,11.8,0.0,0.0,0.0,19.57
2020-04-29,14.7,0.0,0.0,0.0,23.74
2020-04-30,14.4,6.5,6.5,0.0,19.8
2020-05-01,13.9,1.4,1.4,0.0,14.84
2020-05-02,14.0,8.0,8.0,0.0,13.37
2020-05-03,12.8,10.9,10.9,0.0,12.38
2020-05-04,13.5,12.6,12.6,0.0,16.61
2020-05-05,11.4,0.3,0.3,0.0,10.67
2020-05-06,8.0,1.2,1.2,0.0,14.75
2020-05-07,6.6,9.8,9.8,0.0,5.86
2020-05-08,9.4,0.0,0.0,0.0,16.36
2020-05-09,11.8,0.0,0.0,0.0,15.97
2020-05-10,14.9,0.0,0.0,0.0,23.67
2020-05-11,19.2,0.0,0.0,0.0,23.55
2020-05-12,12.7,0.2,0.2,0.0,22.37
2020-05-13,9.9,0.0,0.0,0.0,25.83
2020-05-14,12.9,4.3,4.3,0.0,18.01
2020-05-15,9.8,9.5,9.5,0.0,14.13
2020-05-16,10.7,1.3,1.3,0.0,15.07
2020-05-17,11.1,4.9,4.9,0.0,7.76
2020-05-18,13.2,0.0,0.0,0.0,21.8
2020-05-19,15.5,0.0,0.0,0.0,16.97
2020-05-20,13.3,0.0,0.0,0.0,17.49
2020-05-21,9.5,0.0,0.0,0.0,16.8
2020-05-22,8.3,0.3,0.3,0.0,16.1
2020-05-23,9.7,0.5,0.5,0.0,14.13
2020-05-24,10.6,4.9,4.9,0.0,13.84
2020-05-25,10.5,3.7,3.7,0.0,15.77
2020-05-26,10.6,6.4,6.4,0.0,11.38
2020-05-27,11.1,7.0,7.0,0.0,15.0
2020-05-28,12.1,11.2,11.2,0.0,17.06
2020-05-29,12.4,2.6,2.6,0.0,12.11
2020-05-30,11.9,8.0,8.0,0.0,9.29
2020-05-31,9.5,6.0,6.0,0.0,5.38
2020-06-01,10.7,2.5,2.5,0.0,19.48
2020-06-02,8.7,2.0,2.0,0.0,11.87
2020-06-03,10.2,2.1,2.1,0.0,18.21
2020-06-04,13.7,0.7,0.7,0.0,25.77
2020-06-05,17.9,0.0,0.0,0.0,23.26
2020-06-06,21.0,0.0,0.0,0.0,25.35
2020-06-07,21.1,0.0,0.0,0.0,28.21
2020-06-08,21.3,3.1,3.1,0.0,21.63
2020-06-09,22.3,0.0,0.0,0.0,23.93
2020-06-10,23.4,0.0,0.0,0.0,27.09
2020-06-11,25.0,0.0,0.0,0.0,24.79
2020-06-12,24.5,0.0,0.0,0.0,23.03
2020-06-13,23.1,0.1,0.1,0.0,22.91
2020-06-14,20.3,9.7,9.7,0.0,17.33
2020-06-15,21.1,0.3,0.3,0.0,25.03
2020-06-16,21.0,13.6,13.6,0.0,22.89
2020-06-17,19.0,6.3,6.3,0.0,14.82
2020-06-18,20.6,0.8,0.8,0.0,24.53
2020-06-19,21.7,3.8,3.8,0.0,23.94
2020-06-20,20.9,6.4,6.4,0.0,19.65
2020-06-21,20.7,8.1,8.1,0.0,19.48
2020-06-22,21.0,15.8,15.8,0.0,22.4
2020-06-23,20.7,0.9,0.9,0.0,20.02
2020-06-24,20.4,11.1,11.1,0.0,21.8
2020-06-25,20.4,0.0,0.0,0.0,26.02
2020-06-26,20.9,0.0,0.0,0.0,29.39
2020-06-27,22.1,0.0,0.0,0.0,28.72
2020-06-28,22.1,1.1,1.1,0.0,23.05
2020-06-29,22.6,0.0,0.0,0.0,25.23
2020-06-30,20.0,1.5,1.5,0.0,19.95
2020-07-01,21.1,0.0,0.0,0.0,23.08
2020-07-02,23.3,0.0,0.0,0.0,26.28
2020-07-03,24.7,0.6,0.6,0.0,27.34
2020-07-04,20.6,4.6,4.6,0.0,12.09
2020-07-05,21.7,2.6,2.6,0.0,23.03
2020-07-06,23.0,0.0,0.0,0.0,27.07
2020-07-07,19.2,6.7,6.7,0.0,17.67
2020-07-08,15.7,1.2,1.2,0.0,21.6
2020-07-09,16.1,0.0,0.0,0.0,13.79
2020-07-10,20.4,0.0,0.0,0.0,25.11
2020-07-11,23.6,0.0,0.0,0.0,28.11
2020-07-12,18.5,8.8,8.8,0.0,20.58
2020-07-13,15.0,0.8,0.8,0.0,18.69
2020-07-14,16.0,0.0,0.0,0.0,20.51
2020-07-15,17.2,0.1,0.1,0.0,19.09
2020-07-16,18.5,0.7,0.7,0.0,19.7
2020-07-17,19.7,0.5,0.5,0.0,21.16
2020-07-18,20.9,0.1,0.1,0.0,22.98
2020-07-19,21.4,0.0,0.0,0.0,23.43
2020-07-20,21.3,0.0,0.0,0.0,21.73
2020-07-21,20.8,3.2,3.2,0.0,21.73
2020-07-22,19.0,0.0,0.0,0.0,23.48
2020-07-23,18.2,0.0,0.0,0.0,19.59
2020-07-24,19.5,0.0,0.0,0.0,23.64
2020-07-25,21.6,3.0,3.0,0.0,18.95
2020-07-26,22.3,0.8,0.8,0.0,14.56
2020-07-27,23.3,0.2,0.2,0.0,23.14
2020-07-28,23.4,0.0,0.0,0.0,23.14
2020-07-29,24.3,0.0,0.0,0.0,24.04
2020-07-30,22.8,0.1,0.1,0.0,21.32
2020-07-31,19.5,0.3,0.3,0.0,16.34
2020-08-01,17.0,1.4,1.4,0.0,18.68
2020-08-02,16.9,0.0,0.0,0.0,22.44
2020-08-03,19.1,0.0,0.0,0.0,24.79
2020-08-04,21.5,0.0,0.0,0.0,25.66
2020-08-05,22.6,0.0,0.0,0.0,25.13
2020-08-06,23.8,0.0,0.0,0.0,25.23
2020-08-07,24.5,0.0,0.0,0.0,23.84
2020-08-08,23.2,0.0,0.0,0.0,24.53
2020-08-09,22.0,0.0,0.0,0.0,17.43
2020-08-10,20.8,6.3,6.3,0.0,19.23
2020-08-11,20.8,0.5,0.5,0.0,20.07
2020-08-12,18.4,0.0,0.0,0.0,22.91
2020-08-13,16.9,0.0,0.0,0.0,21.44
2020-08-14,17.5,0.0,0.0,0.0,21.99
2020-08-15,17.5,0.0,0.0,0.0,22.04
2020-08-16,18.9,0.0,0.0,0.0,23.99
2020-08-17,21.9,0.0,0.0,0.0,23.42
2020-08-18,23.5,0.0,0.0,0.0,22.5
2020-08-19,23.2,0.0,0.0,0.0,23.03
2020-08-20,22.2,0.0,0.0,0.0,19.07
2020-08-21,22.1,0.0,0.0,0.0,18.96
2020-08-22,21.0,0.0,0.0,0.0,21.04
2020-08-23,21.5,0.0,0.0,0.0,20.67
2020-08-24,20.4,6.7,6.7,0.0,10.08
2020-08-25,20.0,11.9,11.9,0.0,14.6
2020-08-26,18.4,0.0,0.0,0.0,20.46
2020-08-27,18.4,3.2,3.2,0.0,15.69
2020-08-28,16.6,0.0,0.0,0.0,15.38
2020-08-29,21.2,0.0,0.0,0.0,21.45
2020-08-30,23.7,0.0,0.0,0.0,20.96
2020-08-31,24.8,0.0,0.0,0.0,20.68
2020-09-01,24.4,0.0,0.0,0.0,20.67
2020-09-02,22.8,0.0,0.0,0.0,17.9
2020-09-03,19.5,1.4,1.4,0.0,11.13
2020-09-04,17.7,0.6,0.6,0.0,13.28
2020-09-05,18.4,0.0,0.0,0.0,20.06
2020-09-06,20.1,0.0,0.0,0.0,18.86
2020-09-07,21.4,2.4,2.4,0.0,19.57
2020-09-08,15.1,6.1,6.1,0.0,19.5
2020-09-09,16.6,0.0,0.0,0.0,17.7
2020-09-10,19.2,0.0,0.0,0.0,18.86
2020-09-11,16.0,0.0,0.0,0.0,19.18
2020-09-12,16.9,0.0,0.0,0.0,18.77
2020-09-13,19.7,0.0,0.0,0.0,17.68
2020-09-14,18.2,0.0,0.0,0.0,17.93
2020-09-15,19.0,0.0,0.0,0.0,17.93
2020-09-16,21.3,0.0,0.0,0.0,17.88
2020-09-17,19.9,0.2,0.2,0.0,16.32
2020-09-18,11.8,0.0,0.0,0.0,10.04
2020-09-19,13.0,0.0,0.0,0.0,17.23
2020-09-20,13.3,0.0,0.0,0.0,16.38
2020-09-21,15.0,0.0,0.0,0.0,17.05
2020-09-22,16.6,0.0,0.0,0.0,17.01
2020-09-23,15.5,0.0,0.0,0.0,17.12
2020-09-24,16.4,0.0,0.0,0.0,13.83
2020-09-25,19.0,2.2,2.2,0.0,13.47
2020-09-26,19.9,0.9,0.9,0.0,14.4
2020-09-27,15.3,15.6,15.6,0.0,9.06
2020-09-28,14.3,0.1,0.1,0.0,14.14
2020-09-29,15.0,14.8,14.8,0.0,4.36
2020-09-30,14.7,8.1,8.1,0.0,7.0
2020-10-01,13.7,11.3,11.3,0.0,11.25
2020-10-02,13.7,1.3,1.3,0.0,6.59
2020-10-03,16.0,0.0,0.0,0.0,11.43
2020-10-04,18.2,0.1,0.1,0.0,11.96
2020-10-05,17.8,0.0,0.0,0.0,10.27
2020-10-06,16.4,16.3,16.3,0.0,4.78
2020-10-07,16.4,3.2,3.2,0.0,9.21
2020-10-08,15.9,16.3,16.3,0.0,2.82
2020-10-09,17.4,1.1,1.1,0.0,7.25
2020-10-10,15.4,0.1,0.1,0.0,5.61
2020-10-11,14.6,3.1,3.1,0.0,7.52
2020-10-12,14.4,0.2,0.2,0.0,7.07
2020-10-13,16.0,3.2,3.2,0.0,6.33
2020-10-14,12.3,0.8,0.8,0.0,11.4
2020-10-15,12.7,0.0,0.0,0.0,10.67
2020-10-16,12.6,1.1,1.1,0.0,4.67
2020-10-17,10.1,9.5,9.5,0.0,3.84
2020-10-18,7.8,0.3,0.3,0.0,4.87
2020-10-19,7.2,0.7,0.7,0.0,5.55
2020-10-20,6.6,0.0,0.0,0.0,7.57
2020-10-21,7.3,0.0,0.0,0.0,6.06
2020-10-22,10.7,0.0,0.0,0.0,9.48
2020-10-23,11.2,0.0,0.0,0.0,9.28
2020-10-24,12.2,0.0,0.0,0.0,6.29
2020-10-25,11.0,0.1,0.1,0.0,5.76
2020-10-26,12.0,0.0,0.0,0.0,7.34
2020-10-27,12.6,0.1,0.1,0.0,5.44
2020-10-28,13.0,0.1,0.1,0.0,5.5
2020-10-29,10.7,0.4,0.4,0.0,4.67
2020-10-30,8.8,1.0,1.0,0.0,4.93
2020-10-31,7.1,4.3,4.3,0.0,4.63
2020-11-01,7.3,8.8,8.8,0.0,1.18
2020-11-02,6.9,0.0,0.0,0.0,2.25
2020-11-03,7.2,0.0,0.0,0.0,4.59
2020-11-04,6.4,0.0,0.0,0.0,3.85
2020-11-05,6.8,0.1,0.1,0.0,3.3
2020-11-06,6.5,0.0,0.0,0.0,2.39
2020-11-07,8.5,0.0,0.0,0.0,3.81
2020-11-08,7.8,0.0,0.0,0.0,5.12
2020-11-09,6.6,0.0,0.0,0.0,2.43
2020-11-10,5.3,0.0,0.0,0.0,3.07
2020-11-11,3.9,0.0,0.0,0.0,6.01
2020-11-12,4.4,0.0,0.0,0.0,3.51
2020-11-13,3.6,1.0,1.0,0.0,1.06
2020-11-14,4.7,0.0,0.0,0.0,2.61
2020-11-15,5.7,0.1,0.1,0.0,1.93
2020-11-16,5.3,1.5,1.5,0.0,0.94
2020-11-17,1.9,4.5,3.0,1.05,0.77
2020-11-18,1.5,0.0,0.0,0.0,1.19
2020-11-19,2.0,0.0,0.0,0.0,3.45
2020-11-20,2.5,5.5,5.5,0.0,0.66
2020-11-21,0.5,0.0,0.0,0.0,4.1
2020-11-22,0.9,0.0,0.0,0.0,4.2
2020-11-23,4.4,0.5,0.5,0.0,3.78
2020-11-24,4.4,0.4,0.4,0.0,3.85
2020-11-25,4.4,0.1,0.1,0.0,3.23
2020-11-26,2.9,0.0,0.0,0.0,4.86
2020-11-27,0.9,1.1,0.3,0.56,2.43
2020-11-28,0.7,2.5,0.8,1.19,2.11
2020-11-29,-1.0,0.0,0.0,0.0,3.93
2020-11-30,-1.7,0.0,0.0,0.0,4.58
2020-12-01,-1.5,0.6,0.0,0.42,2.42
2020-12-02,-1.0,0.3,0.0,0.21,1.68
2020-12-03,-0.7,0.0,0.0,0.0,1.39
2020-12-04,1.9,0.0,0.0,0.0,2.67
2020-12-05,-0.3,0.0,0.0,0.0,1.78
2020-12-06,-2.3,0.0,0.0,0.0,4.8
2020-12-07,-5.5,0.0,0.0,0.0,4.19
2020-12-08,-4.5,0.0,0.0,0.0,2.89
2020-12-09,-3.2,0.0,0.0,0.0,4.02
2020-12-10,-0.7,7.4,6.6,0.56,0.97
2020-12-11,0.4,1.0,0.6,0.28,2.13
2020-12-12,-1.9,0.2,0.1,0.07,1.11
2020-12-13,-0.2,4.2,4.2,0.0,1.23
2020-12-14,0.3,2.1,2.1,0.0,1.44
2020-12-15,0.8,0.0,0.0,0.0,1.59
2020-12-16,0.9,0.0,0.0,0.0,1.89
2020-12-17,0.5,0.1,0.0,0.07,0.93
2020-12-18,0.7,0.1,0.1,0.0,1.12
2020-12-19,1.5,0.3,0.3,0.0,1.88
2020-12-20,1.4,0.0,0.0,0.0,1.66
2020-12-21,0.2,0.0,0.0,0.0,1.89
2020-12-22,-1.8,0.0,0.0,0.0,2.25
2020-12-23,-0.4,6.4,1.6,3.36,0.63
2020-12-24,1.9,7.0,7.0,0.0,0.9
2020-12-25,3.6,0.2,0.2,0.0,1.71
2020-12-26,0.0,0.2,0.0,0.14,2.56
2020-12-27,-1.3,0.0,0.0,0.0,4.67
2020-12-28,2.1,3.0,3.0,0.0,0.67
2020-12-29,4.5,0.1,0.1,0.0,1.75
2020-12-30,5.3,0.0,0.0,0.0,3.28
2020-12-31,7.4,0.6,0.6,0.0,1.65
2021-01-01,5.3,8.6,8.6,0.0,2.54
2021-01-02,2.4,0.0,0.0,0.0,4.49
2021-01-03,3.6,0.5,0.5,0.0,1.68
2021-01-04,3.3,0.1,0.1,0.0,1.07
2021-01-05,0.7,2.8,1.1,1.19,1.16
2021-01-06,1.9,0.8,0.6,0.14,2.72
2021-01-07,2.5,7.4,6.7,0.49,0.8
2021-01-08,0.0,0.1,0.0,0.07,3.7
2021-01-09,-1.5,0.0,0.0,0.0,5.13
2021-01-10,-0.5,0.3,0.0,0.21,3.48
2021-01-11,-1.7,0.0,0.0,0.0,1.95
2021-01-12,-1.5,0.1,0.0,0.07,1.71
2021-01-13,-1.9,1.4,0.0,1.05,1.88
2021-01-14,-2.0,2.5,0.1,1.68,2.67
2021-01-15,-7.5,1.3,0.0,0.91,2.6
2021-01-16,-11.5,0.4,0.0,0.28,4.33
2021-01-17,-11.5,1.2,0.1,0.77,3.57
2021-01-18,-16.3,0.9,0.0,0.63,4.41
2021-01-19,-15.9,0.0,0.0,0.0,6.06
2021-01-20,-7.8,0.2,0.0,0.21,4.16
2021-01-21,-1.2,0.0,0.0,0.0,6.22
2021-01-22,1.5,0.0,0.0,0.0,5.57
2021-01-23,1.9,0.0,0.0,0.0,6.71
2021-01-24,4.4,0.3,0.3,0.0,1.76
2021-01-25,3.4,14.4,10.1,3.01,1.74
2021-01-26,-0.1,0.2,0.0,0.14,4.36
2021-01-27,-1.1,2.0,0.0,1.4,2.25
2021-01-28,-2.0,2.2,0.0,1.54,1.92
2021-01-29,-4.5,2.1,0.0,1.47,2.81
2021-01-30,-2.7,2.9,0.1,1.96,1.89
2021-01-31,-3.4,0.1,0.0,0.07,5.32
2021-02-01,-4.0,6.8,0.0,4.76,2.62
2021-02-02,-2.7,0.5,0.0,0.35,7.05
2021-02-03,0.2,0.1,0.1,0.0,4.46
2021-02-04,2.5,3.0,3.0,0.0,4.06
2021-02-05,-3.6,0.0,0.0,0.0,6.71
2021-02-06,-4.8,0.0,0.0,0.0,7.91
2021-02-07,-9.2,8.3,0.0,5.81,2.71
2021-02-08,-9.5,12.4,0.5,8.4,1.64
2021-02-09,-4.2,2.0,0.4,1.12,9.17
2021-02-10,-1.3,1.3,1.3,0.0,7.2
2021-02-11,-3.5,7.7,3.6,2.87,1.98
2021-02-12,-12.3,2.2,0.0,1.54,5.73
2021-02-13,-11.4,1.6,0.0,1.12,4.92
2021-02-14,-5.1,2.3,0.1,1.54,6.23
2021-02-15,-6.7,2.1,0.0,1.47,8.86
2021-02-16,-12.6,0.0,0.0,0.0,8.93
2021-02-17,-8.8,0.9,0.0,0.63,6.01
2021-02-18,-9.1,0.0,0.0,0.0,5.62
2021-02-19,-12.5,0.0,0.0,0.0,11.96
2021-02-20,-4.1,0.0,0.0,0.0,9.11
2021-02-21,-1.1,0.0,0.0,0.0,10.64
2021-02-22,-0.2,0.0,0.0,0.0,11.92
2021-02-23,-0.2,0.0,0.0,0.0,11.95
2021-02-24,2.0,0.0,0.0,0.0,5.24
2021-02-25,5.3,0.0,0.0,0.0,11.08
2021-02-26,6.1,0.0,0.0,0.0,12.32
2021-02-27,3.1,0.9,0.9,0.0,3.23
2021-02-28,1.7,2.8,1.1,1.19,5.01
2021-03-01,1.4,0.2,0.2,0.0,3.51
2021-03-02,3.1,0.0,0.0,0.0,7.57
2021-03-03,1.7,0.0,0.0,0.0,11.65
2021-03-04,4.6,0.0,0.0,0.0,12.56
2021-03-05,1.2,10.2,3.4,4.76,2.01
2021-03-06,-3.2,0.1,0.0,0.07,14.25
2021-03-07,-1.0,0.0,0.0,0.0,12.63
2021-03-08,-1.5,0.4,0.1,0.21,9.99
2021-03-09,-4.2,0.4,0.0,0.28,9.69
2021-03-10,-3.1,0.0,0.0,0.0,8.86
2021-03-11,-2.3,0.0,0.0,0.0,14.65
2021-03-12,-0.7,5.5,0.0,3.85,3.23
2021-03-13,2.6,0.0,0.0,0.0,14.11
2021-03-14,3.1,0.4,0.4,0.0,11.95
2021-03-15,3.4,7.1,7.1,0.0,3.52
2021-03-16,5.8,1.4,1.4,0.0,11.1
2021-03-17,2.3,0.8,0.8,0.0,5.65
2021-03-18,1.6,0.8,0.8,0.0,3.57
2021-03-19,0.4,1.2,0.0,0.84,7.57
2021-03-20,-0.4,0.2,0.0,0.14,14.38
2021-03-21,-0.2,0.0,0.0,0.0,17.13
2021-03-22,-0.0,0.3,0.1,0.14,10.74
2021-03-23,-1.0,1.4,0.0,0.98,12.66
2021-03-24,0.0,0.0,0.0,0.0,12.22
2021-03-25,1.3,0.0,0.0,0.0,18.09
2021-03-26,3.6,0.0,0.0,0.0,18.49
2021-03-27,4.7,0.0,0.0,0.0,14.12
2021-03-28,5.9,7.7,6.9,0.56,14.16
2021-03-29,5.1,7.7,6.7,0.7,9.91
2021-03-30,6.4,0.0,0.0,0.0,13.56
2021-03-31,8.6,0.2,0.2,0.0,6.08
2021-04-01,11.6,0.2,0.2,0.0,16.53
2021-04-02,6.9,1.6,1.6,0.0,6.7
2021-04-03,5.5,0.0,0.0,0.0,17.01
2021-04-04,2.9,0.6,0.6,0.0,15.7
2021-04-05,3.7,0.0,0.0,0.0,16.82
2021-04-06,5.8,2.1,1.7,0.28,13.79
2021-04-07,1.2,4.3,0.9,2.38,7.62
2021-04-08,1.7,0.9,0.6,0.21,19.07
2021-04-09,3.4,1.4,1.2,0.14,17.92
2021-04-10,6.2,0.0,0.0,0.0,22.01
2021-04-11,7.8,0.0,0.0,0.0,22.31
2021-04-12,9.2,0.0,0.0,0.0,22.14
2021-04-13,8.4,3.0,3.0,0.0,8.26
2021-04-14,9.0,1.6,1.6,0.0,8.91
2021-04-15,7.3,6.2,6.2,0.0,9.38
2021-04-16,5.7,0.1,0.1,0.0,9.58
2021-04-17,5.4,0.0,0.0,0.0,7.68
2021-04-18,7.7,0.0,0.0,0.0,13.36
2021-04-19,8.8,0.1,0.1,0.0,13.85
2021-04-20,7.7,2.0,2.0,0.0,20.11
2021-04-21,8.4,0.7,0.7,0.0,20.07
2021-04-22,10.5,0.5,0.5,0.0,21.59
2021-04-23,6.7,1.6,1.6,0.0,11.78
2021-04-24,4.6,0.2,0.2,0.0,18.19
2021-04-25,6.3,6.5,5.4,0.77,15.46
2021-04-26,4.1,5.6,2.4,2.24,21.77
2021-04-27,3.7,0.3,0.3,0.0,19.41
2021-04-28,5.8,0.0,0.0,0.0,25.81
2021-04-29,10.9,0.0,0.0,0.0,18.16
2021-04-30,13.6,2.2,2.2,0.0,19.18
2021-05-01,14.7,0.7,0.7,0.0,17.36
2021-05-02,16.1,3.3,3.3,0.0,17.5
2021-05-03,10.1,0.0,0.0,0.0,22.51
2021-05-04,8.3,0.2,0.2,0.0,19.01
2021-05-05,13.4,0.2,0.2,0.0,21.71
2021-05-06,10.9,0.5,0.5,0.0,18.85
2021-05-07,12.3,8.6,8.6,0.0,16.2
2021-05-08,8.0,2.2,2.2,0.0,17.67
2021-05-09,8.7,0.2,0.2,0.0,22.63
2021-05-10,12.4,0.0,0.0,0.0,27.11
2021-05-11,14.8,0.0,0.0,0.0,27.15
2021-05-12,11.8,0.5,0.5,0.0,22.83
2021-05-13,11.6,0.0,0.0,0.0,12.11
2021-05-14,12.9,6.1,6.1,0.0,16.82
2021-05-15,14.2,0.3,0.3,0.0,21.68
2021-05-16,16.3,0.5,0.5,0.0,22.32
2021-05-17,15.6,1.9,1.9,0.0,15.12
2021-05-18,14.4,21.2,21.2,0.0,15.62
2021-05-19,12.9,19.9,19.9,0.0,10.18
2021-05-20,13.2,1.9,1.9,0.0,20.03
2021-05-21,13.8,0.1,0.1,0.0,24.36
2021-05-22,16.0,0.6,0.6,0.0,25.43
2021-05-23,15.4,5.7,5.7,0.0,24.88
2021-05-24,13.6,8.1,8.1,0.0,17.68
2021-05-25,16.2,1.1,1.1,0.0,22.48
2021-05-26,14.9,5.5,5.5,0.0,13.4
2021-05-27,15.9,10.2,10.2,0.0,9.26
2021-05-28,16.0,10.2,10.2,0.0,13.77
2021-05-29,13.9,1.0,1.0,0.0,15.08
2021-05-30,12.9,4.8,4.8,0.0,20.68
2021-05-31,11.9,0.7,0.7,0.0,14.49
2021-06-01,11.7,0.0,0.0,0.0,18.19
2021-06-02,12.2,6.0,6.0,0.0,7.41
2021-06-03,15.1,0.0,0.0,0.0,19.57
2021-06-04,15.6,0.0,0.0,0.0,17.69
2021-06-05,16.5,0.0,0.0,0.0,18.99
2021-06-06,16.5,1.1,1.1,0.0,22.36
2021-06-07,17.4,1.4,1.4,0.0,22.67
2021-06-08,18.0,3.1,3.1,0.0,23.57
2021-06-09,18.3,1.7,1.7,0.0,24.39
2021-06-10,16.5,10.6,10.6,0.0,20.41
2021-06-11,17.3,2.3,2.3,0.0,20.95
2021-06-12,18.0,3.9,3.9,0.0,21.63
2021-06-13,14.1,12.0,12.0,0.0,7.47
2021-06-14,15.2,18.0,18.0,0.0,9.71
2021-06-15,19.4,5.8,5.8,0.0,23.6
2021-06-16,19.9,2.8,2.8,0.0,24.43
2021-06-17,21.1,0.1,0.1,0.0,23.56
2021-06-18,21.1,0.3,0.3,0.0,26.95
2021-06-19,20.4,4.4,4.4,0.0,20.94
2021-06-20,21.9,3.5,3.5,0.0,23.35
2021-06-21,22.1,0.1,0.1,0.0,21.27
2021-06-22,24.4,0.3,0.3,0.0,25.81
2021-06-23,24.5,0.0,0.0,0.0,24.7
2021-06-24,24.6,1.5,1.5,0.0,23.7
2021-06-25,25.7,0.0,0.0,0.0,25.68
2021-06-26,23.7,4.5,4.5,0.0,22.68
